competition_id,Ao5,round_type_id,group_id,is_extra,scramble_num,scramble,optimal_simtickcount,simtickcount_solution
LLSMeetingDays2018,15.33,1,A,1,1,UR3+ DR4+ DL4+ UL2- U3- R1+ D5+ L2- ALL3- y2 U2+ R5- D0+ L3- ALL5+,17,"UR(2,2) UL(0,2) R(2,3) D(-1,1) ur(0,-3) ul(0,4) /(2,2)"
LLSMeetingDays2018,15.33,1,A,1,2,UR5+ DR4- DL4- UL4+ U0+ R0+ D3- L4+ ALL2- y2 U1+ R1- D5- L4+ ALL3+ UL,18,"DL(-1,-1) U(3,3) R(-1,-1) L(-3,-1) ur(0,1) dr(4,4) /(0,-3) \(-2,0)"
PhilippineChampionship2018,15.33,1,A,0,1,UR3- DR3- DL2- UL0+ U5- R3+ D5+ L3+ ALL1- y2 U5+ R0+ D5- L3+ ALL3+ DL,20,"UR(1,1) DR(2,0) UL(-1,0) U(-4,-5) D(-2,2) ur(-4,3) /(-1,1) ALL(0,4)"
PhilippineChampionship2018,15.33,1,A,0,2,UR6+ DR2+ DL2+ UL1+ U0+ R0+ D6+ L2+ ALL4- y2 U3- R1+ D0+ L2- ALL4- UR,17,"UR(4,-4) DL(4,-1) UL(1,0) D(-2,-3) L(2,-1) dr(1,-1) dl(0,1) \(-1,1)"
PhilippineChampionship2018,15.33,1,A,0,3,UR3- DR1+ DL2- UL1+ U3+ R3- D1- L0+ ALL3- y2 U4- R2+ D1- L1+ ALL2- UR DR UL,14,"UR(1,0) U(-2,-1) R(4,2) D(2,-4) L(1,1) /(1,-2)"
PhilippineChampionship2018,15.33,1,A,0,4,UR0+ DR2+ DL0+ UL2+ U3- R1- D2- L2- ALL6+ y2 U1- R1+ D5+ L4+ ALL4+ UR,15,"U(1,5) R(-1,1) D(0,-1) L(0,4) /(0,2) \(-2,2)"
PhilippineChampionship2018,15.33,1,A,0,5,UR2+ DR1+ DL1- UL6+ U2+ R4- D3+ L0+ ALL3- y2 U5+ R3+ D3+ L2- ALL2- UR DR DL,18,"UL(3,2) U(-1,2) R(1,0) D(-3,3) L(4,-2) dl(2,1) ul(0,2) \(0,-1)"
PhilippineChampionship2018,15.33,1,A,1,1,UR2+ DR3+ DL1- UL5+ U4+ R5+ D2- L4- ALL5+ y2 U4- R2- D5+ L1- ALL4+ UR DR DL UL,13,"UR(1,0) DR(0,1) U(0,3) R(1,-1) ur(1,-1) dl(2,2) ul(2,-3) \(0,1)"
PhilippineChampionship2018,15.33,1,A,1,2,UR4+ DR6+ DL5- UL2+ U5- R5+ D3+ L1- ALL1+ y2 U5- R3+ D3+ L1+ ALL0+ DR DL,19,"UR(-1,-1) DR(-2,1) DL(1,0) UL(0,3) D(-3,-5) L(3,1) dl(3,3) /(1,0)"
MindanaoChampionship2016,15.33,f,A,0,1,UR6+ DR0+ DL5+ UL5+ U4- R1- D6+ L5- ALL1+ y2 U6+ R1- D3- L2- ALL3- DL UL,22,"UR(-2,-1) DR(-3,-2) UL(-5,-5) U(0,-2) D(4,-4) ur(3,-2) dl(0,-1) /(2,2)"
MindanaoChampionship2016,15.33,f,A,0,2,UR1- DR5- DL1+ UL3- U6+ R2- D3- L2+ ALL1+ y2 U3+ R1- D6+ L0+ ALL0+ DR DL,14,"DR(-4,-2) U(-2,-3) D(-1,1) ur(0,2) dr(-2,-2) dl(1,-1) \(0,1)"
MindanaoChampionship2016,15.33,f,A,0,3,UR2+ DR4+ DL3+ UL0+ U0+ R6+ D5- L2- ALL1- y2 U6+ R1- D4+ L4+ ALL3- DL UL,17,"UR(0,1) UL(-1,-3) U(-1,0) D(-2,-5) dr(-2,4) ul(-1,-1) /(0,2)"
MindanaoChampionship2016,15.33,f,A,0,4,UR2+ DR1- DL6+ UL5+ U3+ R3- D1- L5+ ALL4+ y2 U1- R3+ D0+ L1- ALL5- DL UL,18,"UR(2,-1) DL(-4,2) D(0,-3) ur(2,-1) ul(3,3) \(1,-4)"
MindanaoChampionship2016,15.33,f,A,0,5,UR4- DR1- DL3- UL1- U3+ R6+ D0+ L4- ALL5+ y2 U2- R3- D2- L3+ ALL3- UR UL,17,"UR(1,0) U(1,-2) R(-2,-3) D(4,-2) L(-4,3) /(-1,-3)"
MindanaoChampionship2016,15.33,f,A,1,1,UR2+ DR1- DL3+ UL3- U6+ R1+ D0+ L5+ ALL2- y2 U3- R2- D2+ L1+ ALL6+ DR DL UL,15,"DR(-1,1) DL(-1,0) UL(-3,0) U(-2,2) R(-1,1) L(-1,1) ul(-4,-3) /(2,2)"
MindanaoChampionship2016,15.33,f,A,1,2,UR4+ DR2- DL6+ UL2- U3+ R4+ D1- L2+ ALL4+ y2 U4+ R5- D2- L3+ ALL2- DL,22,"DR(-2,2) DL(-1,1) UL(-5,5) R(-4,-3) D(0,1) ur(0,3) dl(3,-2) /(3,3)"
MindanaoChampionship2016,15.33,f,A,1,3,UR6+ DR1+ DL0+ UL3+ U4+ R5+ D2+ L0+ ALL5- y2 U1- R1- D2- L5+ ALL5-,14,"UL(-1,-1) U(0,-1) D(-3,-4) L(-2,2) ur(1,3) dl(-1,-1) /(2,-2)"
